pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,month,day
FF,2026-09-08,99.4,-2.02,5.3,"Misiorowski, Jacob",683737,694819,,ball,,,,,12,,R,L,R,MIL,CHC,B,,,2,1,2026,-0.8,1.08,0.2491888976660354,3.5863753668383045,,,,1,6,Top,,,,,,,8.23279978929744,-144.6376928952164,-1.7468979950627797,-13.1116017473283,33.43836795934772,-16.830220468454545,3.166469816,1.598031496,,,,101.8,2601,7.6,823738,661388,641343,668930,687401,806198,694192,669003,800325,52.91,,,,,,,,44,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,212,-0.011,0.129,,,,,-0.129,,0,0,0.53,0.47,24,28,24,29,3,2,6,1,,1,1.23,0.8,-0.8,33.4,,,,,,9,8
CU,2026-09-08,87.4,-1.95,5.47,"Misiorowski, Jacob",683737,694819,,ball,,,,,13,,R,L,R,MIL,CHC,B,,,1,1,2026,0.61,-0.86,-0.6862845338937078,0.6254318002377874,,,,1,6,Top,,,,,,,1.7506897335565943,-127.24524203453586,-3.4815752630758348,6.243373857294498,27.757959449442065,-40.89478972283162,3.166469816,1.598031496,,,,88.8,2522,7.3,823738,661388,641343,668930,687401,806198,694192,669003,800325,53.24,,,,,,,,44,3,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,36,-0.005,0.056,,,,,-0.056,,0,0,0.535,0.465,24,28,24,29,3,2,6,1,,1,3.85,-0.61,0.61,36.9,,,,,,9,8
CU,2026-09-08,87.1,-1.92,5.37,"Misiorowski, Jacob",683737,694819,,foul,,,,,8,,R,L,R,MIL,CHC,S,,,1,0,2026,0.26,-0.67,0.124077446049354,2.0358509834103926,,,,1,6,Top,,,,,,,4.405473759536231,-126.82952269622324,-0.2276801720189627,1.9201830914237048,25.500890034881497,-39.60224482368173,3.166469816,1.598031496,11,84.4,-11,89.1,2393,7.4,823738,661388,641343,668930,687401,806198,694192,669003,800325,53.07,,,,,,,,44,2,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,47,0.005,-0.05,75.7,7.6,,,0.05,88.0,0,0,0.53,0.47,24,28,24,29,3,2,6,1,,1,3.67,-0.26,0.26,42.0,25.970113962058853,-20.540431397744666,33.231745263330886,33.49415419453845,42.91759715040192,9,8
FF,2026-09-08,98.4,-2.21,5.23,"Misiorowski, Jacob",683737,694819,,ball,,,,,11,,R,L,R,MIL,CHC,B,,,0,0,2026,-0.7,1.19,-1.8834921265627256,3.5391924111535897,,,,1,6,Top,,,,,,,2.5850163450830554,-143.39065285183776,-1.835384998300579,-10.206975711446814,32.46055396469505,-15.537273941993917,3.166469816,1.598031496,,,,100.9,2572,7.5,823738,661388,641343,668930,687401,806198,694192,669003,800325,52.97,,,,,,,,44,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,221,-0.004,0.04,,,,,-0.04,,0,0,0.534,0.466,24,28,24,29,3,2,6,1,,1,1.15,0.7,-0.7,30.6,,,,,,9,8
FC,2026-09-08,95.9,-2.17,5.09,"Misiorowski, Jacob",608324,694819,field_out,hit_into_play,,,,,3,"Alex Bregman grounds out sharply, third baseman Joey Ortiz to first baseman Jake Bauers.",R,R,R,MIL,CHC,X,5,ground_ball,0,2,2026,0.1,0.59,0.3136963035922731,2.7571041653972124,,,,0,6,Top,80.65,140.77,,,,,6.387077751594744,-139.6444149123811,-1.784904269594183,-0.1602353316910692,31.339515961678543,-24.250683711779605,3.126099081,1.57765748,116,100.9,6,98.1,2602,7.5,823738,661388,641343,668930,687401,806198,694192,669003,800325,53.03,0.609,0.562,0.0,1,0,0,4,43,3,Cutter,1,1,1,1,1,1,1,1,Strategic,Standard,213,0.02,-0.165,71.0,7.1,,0.678,0.165,100.9,0,0,0.514,0.486,24,32,24,32,3,2,6,1,,1,1.88,-0.1,-0.1,33.2,17.586968449022287,-16.209279053677793,22.29944551329053,33.80664545041853,37.69191275151777,9,8
FF,2026-09-08,99.0,-2.23,5.24,"Misiorowski, Jacob",608324,694819,,called_strike,,,,,5,,R,R,R,MIL,CHC,S,,,0,1,2026,-0.85,1.35,0.0681104427218318,2.1669949988945607,,,,0,6,Top,,,,,,,8.392209334839501,-143.8288555124289,-6.086583843418141,-13.812640990621407,33.30521459454181,-12.164575381957938,3.126099081,1.57765748,,,,101.1,2651,7.5,823738,661388,641343,668930,687401,806198,694192,669003,800325,52.98,,,,,,,,43,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Strategic,Standard,223,0.009,-0.053,,,,,0.053,,0,0,0.505,0.495,24,32,24,32,3,2,6,1,,1,0.98,0.85,0.85,30.4,,,,,,9,8
FF,2026-09-08,99.6,-1.72,5.33,"Misiorowski, Jacob",608324,694819,,foul,,,,,12,,R,R,R,MIL,CHC,S,,,0,0,2026,-0.73,1.45,0.6984872219442582,3.386147955312095,,,,0,6,Top,,,,,,,8.495339925469652,-144.7253270520155,-3.280548270316559,-12.297013351440402,34.65336961960015,-11.297370739477262,3.126099081,1.57765748,276,80.2,39,101.7,2613,7.6,823738,661388,641343,668930,687401,806198,694192,669003,800325,52.91,,,,,,,,43,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,215,0.005,-0.042,70.5,7.1,,,0.042,88.0,0,0,0.5,0.5,24,32,24,32,3,2,6,1,,1,0.86,0.73,0.73,33.7,12.858914256140157,-7.079544487827545,19.161755832628625,40.10879274011268,32.51444821404091,9,8
SI,2026-09-08,94.8,-2.27,5.49,"Thornton, Trent",661388,663423,single,hit_into_play,,,,,5,"William Contreras singles on a sharp line drive. Jackson Chourio out at home on the throw, right fielder Seiya Suzuki to catcher Miguel Amaya. Brice Turang to 2nd.",R,R,R,MIL,CHC,X,9,line_drive,1,0,2026,-1.11,0.68,0.1973474144649842,2.281086565428735,,694192,668930,2,5,Bot,186.27,96.45,,,,,8.889179270939673,-137.8148311179638,-4.0829027937549,-16.086282223502725,28.956618142546787,-22.79441334327992,3.133120079,1.581200787,150,110.1,6,94.9,2398,6.3,823738,665804,683737,807713,608324,663538,664023,691718,673548,54.2,0.706,0.684,0.9,1,1,0,4,42,2,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,208,-0.063,0.522,74.4,6.7,,0.848,-0.522,110.1,0,0,0.563,0.563,32,28,33,29,1,2,3,1,1,1,1.85,1.11,1.11,45.3,-0.5972533506914665,20.40834652894217,26.490803392496726,41.87633537604168,20.889530653147865,9,8
ST,2026-09-08,81.0,-2.67,5.23,"Thornton, Trent",661388,663423,,ball,,,,,14,,R,R,R,MIL,CHC,B,,,0,0,2026,1.31,-0.45,0.5027852937113559,1.252984761121294,,694192,668930,2,5,Bot,,,,,,,4.423740527462946,-117.83903365575048,-1.0330560972717546,11.122754387910758,25.255050674044234,-36.38970842314416,3.133120079,1.581200787,,,,80.1,3061,6.0,823738,665804,683737,807713,608324,663538,664023,691718,673548,54.53,,,,,,,,42,1,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,52,0.004,0.031,,,,,-0.031,,0,0,0.559,0.559,32,28,33,29,1,2,3,1,1,1,3.97,-1.31,-1.31,34.3,,,,,,9,8
CU,2026-09-08,82.8,-2.32,5.68,"Thornton, Trent",641343,663423,strikeout,swinging_strike,,,,,14,Jake Bauers strikes out swinging.,R,L,R,MIL,CHC,S,2,,1,2,2026,0.8,-1.24,1.277844663536584,2.153153597738533,,694192,668930,1,5,Bot,,,,,,,6.4714416892862,-120.4607505623678,1.1464048820998558,6.458442791075573,24.923274408110554,-44.65861922567502,3.217372047,1.623720472,,,,82.1,3198,6.0,823738,665804,683737,807713,608324,663538,664023,691718,673548,54.53,,0.0,0.0,1,0,0,,41,4,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,44,-0.041,-0.168,50.7,6.7,1.833107724,,0.168,,0,0,0.6,0.6,32,30,33,31,1,0,3,1,1,3,4.58,-0.8,0.8,49.3,2.193936455479546,9.25211678836393,37.55263964120334,19.460834069633638,24.28112912250932,9,8
CU,2026-09-08,81.7,-2.27,5.6,"Thornton, Trent",641343,663423,,blocked_ball,,,,,13,,R,L,R,MIL,CHC,B,,,0,2,2026,0.51,-1.26,-0.3373014120292011,0.4649903348024748,,694192,668930,1,5,Bot,,,,,,,3.2762616869966625,-118.92138929300614,-2.1912540065235264,4.137410480547394,25.319850258772338,-43.76422682811478,3.217372047,1.623720472,,,,81.0,3188,6.1,823738,665804,683737,807713,608324,663538,664023,691718,673548,54.44,,,,,,,,41,3,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,36,0.006,0.025,,,,,-0.025,,0,0,0.594,0.594,32,30,33,31,1,0,3,1,1,3,4.7,-0.51,0.51,50.5,,,,,,9,8
FC,2026-09-08,91.5,-2.68,5.37,"Thornton, Trent",641343,663423,,foul,,,,,14,,R,L,R,MIL,CHC,S,,,0,1,2026,0.13,0.54,0.8315359356816705,2.31771394856243,,694192,668930,1,5,Bot,,,,,,,8.421086984902175,-133.06317988637628,-2.8093770595090333,-0.172545676466435,27.287067738920157,-25.384153430478637,3.217372047,1.623720472,6,77.5,-19,91.3,2821,6.1,823738,665804,683737,807713,608324,663538,664023,691718,673548,54.38,,,,,,,,41,2,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,195,-0.014,-0.062,77.2,7.1,,,0.062,88.0,0,0,0.608,0.608,32,30,33,31,1,0,3,1,1,3,2.18,-0.13,0.13,39.5,3.815263333618549,8.46096460890282,39.525533924065655,24.91664696657948,23.775531922028428,9,8
ST,2026-09-08,79.8,-2.98,5.04,"Thornton, Trent",641343,663423,,called_strike,,,,,14,,R,L,R,MIL,CHC,S,,,0,0,2026,1.46,0.2,0.8720948670426283,2.0537054487795263,,694192,668930,1,5,Bot,,,,,,,5.547992817583857,-116.11171457820318,0.0726015354620406,11.944754743866332,24.59376650166184,-30.60111865579857,3.217372047,1.623720472,,,,79.2,3032,6.2,823738,665804,683737,807713,608324,663538,664023,691718,673548,54.32,,,,,,,,41,1,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,64,-0.009,-0.041,,,,,0.041,,0,0,0.617,0.617,32,30,33,31,1,0,3,1,1,3,3.41,-1.46,1.46,28.6,,,,,,9,8
SI,2026-09-08,91.4,1.27,5.9,"Peterson, David",668930,656849,walk,ball,,,,,6,Brice Turang walks. Jackson Chourio to 2nd.,R,L,L,MIL,CHC,B,,,3,1,2026,1.38,0.5,0.7878530614086687,2.138032338967479,,,694192,1,5,Bot,,,,,,,-4.316159573946629,-132.987526906494,-4.463335456322387,17.32314801675918,31.4098778154757,-25.47216412868228,3.21035105,1.620177165,,,,92.4,2080,7.1,823738,665804,683737,807713,608324,663538,664023,691718,673548,53.36,,0.698229,0.7,1,0,0,,40,5,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,145,0.029,0.166,,,,,-0.166,,0,0,0.588,0.588,30,26,31,27,3,2,6,1,,1,2.25,1.38,1.38,39.3,,,,,,9,8
SI,2026-09-08,91.7,1.32,5.95,"Peterson, David",668930,656849,,called_strike,,,,,3,,R,L,L,MIL,CHC,S,,,3,0,2026,1.22,0.66,0.3545433537694922,3.0683942858836497,,,694192,1,5,Bot,,,,,,,-5.181634325891895,-133.401131029034,-2.666808887692944,15.73043934511971,30.57231982468631,-23.99787305947707,3.21035105,1.620177165,,,,92.9,2085,7.2,823738,665804,683737,807713,608324,663538,664023,691718,673548,53.33,,,,,,,,40,4,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,158,-0.01,-0.051,,,,,0.051,,0,0,0.598,0.598,30,26,31,27,3,2,6,1,,1,2.07,1.22,1.22,39.2,,,,,,9,8
FF,2026-09-08,93.2,1.46,5.9,"Peterson, David",668930,656849,,ball,,,,,12,,R,L,L,MIL,CHC,B,,,2,0,2026,0.27,1.15,0.5894197147479111,3.494496079078747,,,694192,1,5,Bot,,,,,,,-2.865236326768017,-135.79277599916304,-2.8466946037185314,3.974336397010296,30.235379467775623,-17.52237193015783,3.21035105,1.620177165,,,,94.6,2043,7.1,823738,665804,683737,807713,608324,663538,664023,691718,673548,53.41,,,,,,,,40,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,146,0.015,0.101,,,,,-0.101,,0,0,0.583,0.583,30,26,31,27,3,2,6,1,,1,1.47,0.27,0.27,37.1,,,,,,9,8
SI,2026-09-08,91.9,1.13,6.13,"Peterson, David",668930,656849,,ball,,,,,12,,R,L,L,MIL,CHC,B,,,1,0,2026,1.16,0.94,0.7719235691214135,3.6843775369525726,,,694192,1,5,Bot,,,,,,,-3.5118566467158616,-133.66681909952837,-2.175616084419034,14.60993648634304,32.82575553969242,-20.732031133517538,3.21035105,1.620177165,,,,92.6,2068,7.1,823738,665804,683737,807713,608324,663538,664023,691718,673548,53.44,,,,,,,,40,2,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,141,0.009,0.068,,,,,-0.068,,0,0,0.574,0.574,30,26,31,27,3,2,6,1,,1,1.79,1.16,1.16,39.6,,,,,,9,8
SL,2026-09-08,86.0,1.32,5.85,"Peterson, David",668930,656849,,ball,,,,,11,,R,L,L,MIL,CHC,B,,,0,0,2026,-0.23,0.45,-0.7398822243160079,3.374034003923318,,,694192,1,5,Bot,,,,,,,-4.420139852409142,-125.26251949435286,-0.3775106913890477,-1.521923057578044,24.548431417176797,-27.59684385071384,3.21035105,1.620177165,,,,87.6,2135,7.2,823738,665804,683737,807713,608324,663538,664023,691718,673548,53.33,,,,,,,,40,1,Slider,1,1,1,1,1,1,1,1,Standard,Standard,208,0.005,0.036,,,,,-0.036,,0,0,0.569,0.569,30,26,31,27,3,2,6,1,,1,2.62,-0.23,-0.23,36.9,,,,,,9,8
FF,2026-09-08,92.3,1.17,5.96,"Peterson, David",694192,656849,single,hit_into_play,,,,,11,Jackson Chourio singles on a fly ball to left fielder Ian Happ.,R,R,L,MIL,CHC,X,7,fly_ball,2,2,2026,-0.12,1.1,-1.2376372434340028,2.810148616214545,,,,1,5,Bot,72.83,112.89,,,,,-5.866088577179438,-134.33781293183887,-4.521308342221069,-0.2888068142062539,28.024298725240484,-18.021582018940844,3.237557415,1.63390748,234,70.2,29,94.0,2280,7.2,823738,665804,683737,807713,608324,663538,664023,691718,673548,53.3,0.917,0.825,0.9,1,1,0,4,39,5,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,154,0.035,0.448,72.0,6.7,,0.946,-0.448,88.0,0,0,0.534,0.534,30,22,31,22,3,2,6,1,,1,1.56,-0.12,0.12,38.3,8.828386523942944,-4.035187629932766,32.69204503521658,23.1650410923836,27.781235269968622,9,8
SL,2026-09-08,87.3,1.41,5.93,"Peterson, David",694192,656849,,ball,,,,,13,,R,R,L,MIL,CHC,B,,,1,2,2026,-0.17,0.34,-2.0826626327506195,0.9711252987889832,,,,1,5,Bot,,,,,,,-8.0821805932535,-126.90926485360448,-6.346251416682886,-0.3212794270032529,24.29171969855678,-27.43951856943129,3.237557415,1.63390748,,,,89.0,2160,7.3,823738,665804,683737,807713,608324,663538,664023,691718,673548,53.23,,,,,,,,39,4,Slider,1,1,1,1,1,1,1,1,Standard,Standard,175,0.004,0.051,,,,,-0.051,,0,0,0.53,0.53,30,22,31,22,3,2,6,1,,1,2.64,-0.17,0.17,38.1,,,,,,9,8
SL,2026-09-08,86.2,1.37,5.97,"Peterson, David",694192,656849,,foul,,,,,5,,R,R,L,MIL,CHC,S,,,1,1,2026,-0.3,0.33,0.0097838812030671,2.306211170160384,,,,1,5,Bot,,,,,,,-2.607359877051314,-125.67491107320464,-3.0418116251415457,-2.6893563486352883,23.55441225350222,-28.262940252448203,3.237557415,1.63390748,195,78.6,64,87.9,2239,7.1,823738,665804,683737,807713,608324,663538,664023,691718,673548,53.42,,,,,,,,39,3,Slider,1,1,1,1,1,1,1,1,Standard,Standard,194,-0.006,-0.07,79.4,7.3,,,0.07,88.0,0,0,0.536,0.536,30,22,31,22,3,2,6,1,,1,2.71,-0.3,0.3,36.2,9.897858844590711,14.00538192609499,28.836320357042236,40.121584048258896,27.985078746387256,9,8
CU,2026-09-08,77.0,1.14,6.23,"Peterson, David",694192,656849,,called_strike,,,,,2,,R,R,L,MIL,CHC,S,,,1,0,2026,-0.33,-0.96,0.2601007906612253,2.941179082218402,,,,1,5,Bot,,,,,,,-1.2545340837883088,-112.22777972569148,1.9673980625182332,-2.5813731661209727,19.48393362672449,-40.87102458139543,3.237557415,1.63390748,,,,78.1,2384,6.9,823738,665804,683737,807713,608324,663538,664023,691718,673548,53.63,,,,,,,,39,2,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,321,-0.004,-0.05,,,,,0.05,,0,0,0.54,0.54,30,22,31,22,3,2,6,1,,1,4.78,-0.33,0.33,45.9,,,,,,9,8
CU,2026-09-08,77.2,1.42,6.2,"Peterson, David",694192,656849,,ball,,,,,3,,R,R,L,MIL,CHC,B,,,0,0,2026,-0.43,-1.02,0.8263961716399171,3.122409459151883,,,,1,5,Bot,,,,,,,-0.461487610870692,-112.4143502836348,2.484107596035198,-3.5919196272466487,19.17758832688491,-41.48149711946073,3.237557415,1.63390748,,,,78.2,2392,6.9,823738,665804,683737,807713,608324,663538,664023,691718,673548,53.65,,,,,,,,39,1,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,318,0.003,0.04,,,,,-0.04,,0,0,0.537,0.537,30,22,31,22,3,2,6,1,,1,4.82,-0.43,0.43,43.3,,,,,,9,8
FF,2026-09-08,90.4,1.21,5.92,"Peterson, David",806198,656849,field_out,hit_into_play,,,,,11,"Cooper Pratt grounds out, shortstop Nico Hoerner to first baseman Michael Busch.",R,R,L,MIL,CHC,X,6,ground_ball,1,1,2026,0.26,1.07,-0.929343989791654,3.005816615112401,,,,0,5,Bot,109.22,158.42,,,,,-5.929889498558843,-131.5862251759403,-3.53037275919485,4.191759857506817,25.75497942610919,-19.183643152525924,3.373589239,1.702559055,21,60.9,-5,92.2,2275,7.2,823738,665804,683737,807713,608324,663538,664023,691718,673548,53.32,0.084,0.076,0.0,1,0,0,2,38,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,161,-0.029,-0.249,60.1,5.8,,0.087,0.249,88.0,0,0,0.566,0.566,30,21,31,22,2,1,6,1,,1,1.7,0.26,-0.26,35.7,0.250947782076518,6.781841362461573,40.38391197229824,18.72673218908204,22.93861340697815,9,8
CU,2026-09-08,77.7,1.31,6.24,"Peterson, David",806198,656849,,called_strike,,,,,2,,R,R,L,MIL,CHC,S,,,1,0,2026,-0.13,-0.65,0.0929499066326627,2.9013506376947187,,,,0,5,Bot,,,,,,,-2.3497708609278494,-113.2455858188613,1.1958969716621373,-0.7316922493903307,19.968151447053213,-38.2359505344244,3.373589239,1.702559055,,,,79.0,2368,7.0,823738,665804,683737,807713,608324,663538,664023,691718,673548,53.47,,,,,,,,38,2,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,317,-0.006,-0.055,,,,,0.055,,0,0,0.572,0.572,30,21,31,22,2,1,6,1,,1,4.41,-0.13,0.13,43.9,,,,,,9,8
SI,2026-09-08,92.4,1.45,6.05,"Peterson, David",806198,656849,,ball,,,,,12,,R,R,L,MIL,CHC,B,,,0,0,2026,1.35,0.64,1.8261277648505236,4.138840751160849,,,,0,5,Bot,,,,,,,-2.0818783630001905,-134.62777744912944,-0.3119047387980424,16.907951181326293,29.776560971547674,-24.53005965360221,3.373589239,1.702559055,,,,93.7,2165,7.0,823738,665804,683737,807713,608324,663538,664023,691718,673548,53.47,,,,,,,,38,1,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,148,0.005,0.043,,,,,-0.043,,0,0,0.567,0.567,30,21,31,22,2,1,6,1,,1,2.03,1.35,-1.35,38.5,,,,,,9,8
CU,2026-09-08,88.6,-2.0,5.36,"Misiorowski, Jacob",673548,694819,field_out,hit_into_play,,,,,4,"Seiya Suzuki grounds out, third baseman Joey Ortiz to first baseman Andrew Vaughn.",R,R,R,MIL,CHC,X,5,ground_ball,1,0,2026,0.19,-0.72,-0.6282373107999006,2.257077267693342,,691718,,2,5,Top,100.12,161.82,,,,,2.958731333045208,-129.0220372987704,0.2638913496275794,1.511781330336562,27.827989325377636,-40.46112889547266,3.177878937,1.60378937,13,72.3,-9,90.2,2139,7.3,823738,661388,683734,668930,687401,806198,694192,669003,800325,53.2,0.062,0.056,0.0,1,0,0,2,37,2,Curveball,1,1,1,1,1,1,1,1,Strategic,Standard,41,0.047,-0.305,71.7,6.4,,0.069,0.305,88.0,0,0,0.52,0.48,24,31,24,32,3,2,6,1,,1,3.63,-0.19,-0.19,42.6,0.5413041681559903,4.187817910872999,31.37619846485975,27.869624553532983,32.93193858572491,9,8
FF,2026-09-08,99.5,-1.99,5.14,"Misiorowski, Jacob",673548,694819,,ball,,,,,11,,R,R,R,MIL,CHC,B,,,0,0,2026,-0.93,1.22,-0.1674678811768314,4.173761403565412,,,691718,2,5,Top,,,,,,,7.325708816383208,-144.6568136683562,0.02837735592446,-14.779038426284272,35.83144109868865,-15.407950234908576,3.177878937,1.60378937,,,,101.4,2615,7.5,823738,661388,683734,668930,687401,806198,694192,669003,800325,52.98,,,,,,,,37,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,220,-0.016,0.035,,,,,-0.035,,0,0,0.536,0.464,24,31,24,32,3,2,6,1,,1,1.1,0.93,0.93,33.8,,,,,,9,8
CU,2026-09-08,88.8,-1.93,5.41,"Misiorowski, Jacob",691718,694819,single,hit_into_play,,,,,14,Pete Crow-Armstrong singles on a sharp ground ball to right fielder Luis Lara.,R,L,R,MIL,CHC,X,9,ground_ball,0,2,2026,0.18,-0.62,0.015236681662276,0.9432462944841684,,,,2,5,Top,174.11,115.2,,,,,4.393456160888877,-129.2392392769027,-3.372913168301782,1.1598287126652624,26.506907419451068,-38.64636459907288,3.202452428,1.616190945,17,104.9,-3,90.7,2227,7.4,823738,661388,683734,668930,687401,806198,694192,669003,800325,53.12,0.505,0.454,0.9,1,1,0,2,36,3,Curveball,1,1,1,1,1,1,1,1,Strategic,Standard,43,-0.022,0.436,75.9,7.5,,0.542,-0.436,104.9,0,0,0.558,0.442,24,24,24,24,3,2,6,1,,1,3.51,-0.18,0.18,36.2,4.776747095574934,3.0548745919295186,46.67931307752515,32.51272554185613,34.840312547651706,9,8
FF,2026-09-08,101.0,-2.04,5.27,"Misiorowski, Jacob",691718,694819,,foul,,,,,11,,R,L,R,MIL,CHC,S,,,0,1,2026,-0.83,1.34,-0.4658599762108188,3.520593997511948,,,,2,5,Top,,,,,,,6.513471504811709,-146.9987609427886,-2.687638431879914,-13.61553931711386,36.03282552405317,-12.27849469186519,3.202452428,1.616190945,271,89.9,60,103.3,2706,7.6,823738,661388,683734,668930,687401,806198,694192,669003,800325,52.93,,,,,,,,36,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,217,0.004,-0.062,78.4,7.7,,,0.062,89.9,0,0,0.554,0.446,24,24,24,24,3,2,6,1,,1,0.9,0.83,-0.83,32.8,25.113488195297915,-20.99155114799198,23.646848481167503,37.7248137194388,40.50850801025432,9,8
FC,2026-09-08,95.3,-2.23,4.92,"Misiorowski, Jacob",691718,694819,,foul,,,,,9,,R,L,R,MIL,CHC,S,,,0,0,2026,0.29,0.69,0.5055779444118502,1.736260938228908,,,,2,5,Top,,,,,,,6.589459221192999,-138.69754886802997,-4.244975707774467,2.4462042076935777,28.037566525148904,-22.53219328106815,3.202452428,1.616190945,142,97.1,68,98.0,2663,7.6,823738,661388,683734,668930,687401,806198,694192,669003,800325,52.93,,,,,,,,36,1,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,189,0.002,-0.044,73.5,8.5,,,0.044,97.1,0,0,0.552,0.448,24,24,24,24,3,2,6,1,,1,1.8,-0.29,0.29,31.5,23.20433305628297,-27.53509376040313,36.437245179837234,27.19544597489942,43.99843392765745,9,8
FF,2026-09-08,101.4,-1.8,5.31,"Misiorowski, Jacob",665804,694819,strikeout,swinging_strike,,,,,12,Miguel Amaya strikes out swinging.,R,R,R,MIL,CHC,S,2,,0,2,2026,-0.81,1.38,0.8938870796890893,3.711738293960367,,,,1,5,Top,,,,,,,9.606513774974816,-147.44773213321892,-2.4375426192192795,-14.029055641143165,34.54150662092072,-11.6427183481525,3.248966535,1.639665354,,,,103.8,2676,7.6,823738,661388,683734,668930,687401,806198,694192,669003,800325,52.94,,0.0,0.0,1,0,0,,35,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Strategic,Strategic,214,0.013,-0.162,69.0,6.8,1.618712028,,0.162,,0,0,0.539,0.461,24,27,24,27,2,1,6,3,,,0.84,0.81,0.81,35.6,7.392436747327407,5.905634714761044,20.6130797795172,46.36564583583673,18.337673346891343,9,8
FF,2026-09-08,100.7,-1.77,5.35,"Misiorowski, Jacob",665804,694819,,swinging_strike,,,,,12,,R,R,R,MIL,CHC,S,,,0,1,2026,-0.82,1.35,0.454656493146393,3.452293485780105,,,,1,5,Top,,,,,,,8.280277707570637,-146.38051249847337,-3.0757265589939973,-13.775730149304048,34.460048028064335,-12.28234991149604,3.248966535,1.639665354,,,,103.1,2668,7.6,823738,661388,683734,668930,687401,806198,694192,669003,800325,52.89,,,,,,,,35,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Strategic,Strategic,213,0.006,-0.058,60.5,5.6,1.688124252,,0.058,,0,0,0.533,0.467,24,27,24,27,2,1,6,3,,,0.91,0.82,0.82,36.8,-3.517336714384876,42.2653323022288,23.489170730404524,42.02428738885885,-1.2430765949198577,9,8
FF,2026-09-08,99.3,-1.88,5.34,"Misiorowski, Jacob",665804,694819,,called_strike,,,,,2,,R,R,R,MIL,CHC,S,,,0,0,2026,-0.77,1.32,0.207697528085237,2.8926196451622093,,,,1,5,Top,,,,,,,7.681870125169653,-144.45009950585415,-4.343546605899392,-12.621539358567285,33.6772124866958,-12.84905976255449,3.248966535,1.639665354,,,,101.8,2675,7.7,823738,661388,683734,668930,687401,806198,694192,669003,800325,52.82,,,,,,,,35,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,220,0.003,-0.041,,,,,0.041,,0,0,0.53,0.47,24,27,24,27,2,1,6,3,,,0.99,0.77,0.77,34.2,,,,,,9,8
